Wall time,Step,Value
1647169716.70599,0,4.0890607833862305
1647169723.638911,1,4.092835903167725
1647169731.444507,2,4.006583213806152
1647169738.22387,3,3.7442080974578857
1647169745.235429,4,3.5908074378967285
1647169753.169606,5,3.813835620880127
1647169760.667866,6,3.428755044937134
1647169767.747674,7,3.031677484512329
1647169775.38838,8,2.6508102416992188
1647169782.404792,9,2.404393434524536
1647169789.404816,10,2.1254637241363525
1647169796.193655,11,1.8669027090072632
1647169803.282092,12,1.9848501682281494
1647169810.529675,13,2.165865659713745
1647169817.810573,14,1.7372218370437622
1647169825.018129,15,1.5392059087753296
1647169832.029177,16,1.4874985218048096
1647169839.353045,17,1.3427952527999878
1647169846.587966,18,1.2712689638137817
1647169854.70745,19,1.1739000082015991
1647169862.052826,20,1.0349289178848267
1647169869.142032,21,1.048186182975769
1647169876.435698,22,1.1622077226638794
1647169883.72454,23,0.9255169630050659
1647169891.062587,24,0.8547877669334412
1647169898.253189,25,0.8603736758232117
1647169905.3286,26,0.767997682094574
1647169912.640386,27,0.7071627974510193
1647169920.482895,28,0.6912389397621155
1647169927.558852,29,0.6356726884841919
1647169935.00021,30,0.6045406460762024
1647169942.287228,31,1.324711799621582
1647169949.806523,32,0.9109021425247192
1647169957.112017,33,0.7146145105361938
1647169964.290483,34,1.1791437864303589
1647169971.915321,35,1.7954298257827759
1647169979.276509,36,0.9794580936431885
1647169986.796199,37,0.7625433802604675
1647169994.070378,38,0.7701457738876343
1647170001.225608,39,0.5904327034950256
1647170008.611706,40,0.6122549176216125
1647170016.13695,41,0.4930115044116974
1647170023.641516,42,0.6132504940032959
1647170031.167313,43,0.49471455812454224
1647170038.394441,44,0.4223247468471527
1647170045.814043,45,0.3630484640598297
1647170053.178973,46,0.3547467887401581
1647170060.742462,47,0.35413283109664917
1647170068.187971,48,0.348845899105072
1647170075.416643,49,0.307171493768692
1647170082.933059,50,0.32251831889152527
1647170090.601328,51,0.29535597562789917
1647170098.163162,52,0.30892500281333923
1647170105.974165,53,0.26976898312568665
1647170113.150328,54,0.25955042243003845
1647170120.746889,55,0.23467527329921722
1647170128.232514,56,0.3322623074054718
1647170135.930311,57,0.2260361760854721
1647170143.510461,58,0.2005702704191208
1647170151.074751,59,0.2677336633205414
1647170158.570447,60,0.2714056968688965
1647170166.186596,61,0.22001807391643524
1647170173.751135,62,0.1892787516117096
1647170181.363222,63,0.2647659480571747
1647170188.969538,64,0.27557599544525146
1647170196.17992,65,0.17128872871398926
1647170203.783261,66,0.32135209441185
1647170211.461065,67,0.26720136404037476
1647170218.955831,68,0.17027366161346436
1647170226.40326,69,0.10570131242275238
1647265845.955647,69,0.324308842420578
1647265853.883995,70,0.26032754778862
1647265861.024147,71,0.26089218258857727
1647265868.824581,72,0.2536430060863495
1647265876.844752,73,0.21077367663383484
1647265884.663766,74,0.17488756775856018
1647265893.602543,75,0.20016629993915558
1647265901.619778,76,0.1663590967655182
1647265909.034259,77,0.17159129679203033
1647265916.298856,78,0.5016059279441833
1647265923.45264,79,0.6136948466300964
1647265930.919888,80,0.22037822008132935
1647265937.848495,81,0.1734418123960495
1647265944.896306,82,0.11696925759315491
1647265952.049569,83,0.09113552421331406
1647265959.170748,84,0.1347472220659256
1647265965.888095,85,0.1015617772936821
1647265973.186669,86,0.11215897649526596
1647265980.295548,87,0.2399752289056778
1647265988.622114,88,0.1298745721578598
1647265995.752871,89,0.06566624343395233
1647266002.933265,90,0.08383425325155258
1647266010.166931,91,0.07204907387495041
1647266017.251366,92,0.05722639709711075
1647266024.402993,93,0.12543240189552307
1647266031.615638,94,0.09509922564029694
1647266038.577229,95,0.07234690338373184
1647266045.695347,96,0.0620536208152771
1647266052.950741,97,0.10742215812206268
1647266060.078264,98,0.20000778138637543
1647266067.77313,99,0.061454612761735916
