Wall time,Step,Value
1645702603.58391,0,3.899150848388672
1645702610.95022,1,3.853886604309082
1645702618.181491,2,3.9620625972747803
1645702626.259366,3,3.721090793609619
1645702634.370327,4,3.534243106842041
1645702642.71327,5,3.314882278442383
1645702650.7016,6,3.1609768867492676
1645702658.581359,7,3.244023323059082
1645702666.684624,8,3.0264928340911865
1645702675.015836,9,2.8353514671325684
1645702682.692822,10,2.589778423309326
1645702690.518496,11,2.456238031387329
1645702698.148182,12,2.3882675170898438
1645702705.711828,13,2.1928772926330566
1645702713.124024,14,2.014732837677002
1645702721.116351,15,1.8856079578399658
1645702729.648411,16,1.7921234369277954
1645702737.172226,17,1.836621880531311
1645702744.588743,18,1.613850712776184
1645702752.343821,19,1.6070011854171753
1645702759.710891,20,1.8085827827453613
1645702767.017564,21,1.5112022161483765
1645702774.340932,22,1.3554322719573975
1645702781.277892,23,1.3783708810806274
1645702788.362224,24,1.2025436162948608
1645702795.553835,25,1.2463091611862183
1645702802.989746,26,1.0767124891281128
1645702810.336787,27,1.0121060609817505
1645702817.614549,28,0.8879017233848572
1645702825.01682,29,0.8370105028152466
1645702832.144692,30,0.878950297832489
1645702839.314375,31,0.7943465113639832
1645702846.688733,32,0.7143501043319702
1645702854.127122,33,0.7654119729995728
1645702861.491272,34,0.7116807699203491
1645702868.768983,35,0.6369821429252625
1645702876.006293,36,0.557639479637146
1645702883.479773,37,0.5756127834320068
1645702890.836079,38,0.5322834253311157
1645702898.257993,39,0.5314100384712219
1645702905.476417,40,0.4938613474369049
1645702912.89816,41,0.47593334317207336
1645702920.177074,42,0.3566370904445648
1645702927.742145,43,0.3843320608139038
1645702935.16254,44,0.4124298393726349
1645702942.428681,45,0.37896493077278137
1645702950.045682,46,0.4742371141910553
1645702957.661101,47,0.40586933493614197
1645702964.952899,48,0.3251539468765259
1645702972.362104,49,0.346864253282547
1645702980.101642,50,0.29907292127609253
1645702987.412185,51,0.29390233755111694
1645702994.788143,52,0.24466745555400848
1645703002.136225,53,0.21443496644496918
1645703009.380962,54,0.24358662962913513
1645703017.327479,55,0.2759399712085724
1645703024.583646,56,0.6507128477096558
1645703031.877591,57,0.24532786011695862
1645703039.467103,58,0.23166616261005402
1645703047.264167,59,0.3784552812576294
1645703054.77793,60,0.22361432015895844
1645703062.035519,61,0.1567022204399109
1645703069.703408,62,0.1571984589099884
1645703077.03356,63,0.17336854338645935
1645703084.427901,64,0.14520253241062164
1645703092.023762,65,0.23224899172782898
1645703099.489327,66,0.15357623994350433
1645703107.314676,67,0.16092908382415771
1645703114.741381,68,0.223581925034523
1645703122.281789,69,0.08525054156780243
1645703130.085853,70,0.13653212785720825
1645703137.840925,71,0.14303593337535858
1645703145.375597,72,0.30510175228118896
1645703152.842476,73,0.11117539554834366
1645703160.626387,74,0.11539146304130554
1645703168.210592,75,0.05975965037941933
1645703175.576983,76,0.0311684962362051
1645703182.787189,77,0.10445572435855865
1645703190.273863,78,0.27287960052490234
1645703197.767292,79,0.11441206932067871
1645703205.1766,80,0.04813894256949425
1645703212.753369,81,0.16173546016216278
1645703220.18947,82,0.14034941792488098
1645703227.647324,83,0.07877323031425476
1645703234.918262,84,0.029148641973733902
1645703242.123253,85,0.06835604459047318
1645703249.639859,86,0.15538771450519562
1645703257.250519,87,0.19879402220249176
1645703264.858338,88,0.22422340512275696
1645703272.638477,89,0.03829839825630188
1645703280.080828,90,0.06921827793121338
1645703287.434887,91,0.2427748292684555
1645703294.784872,92,0.07596106827259064
1645703302.384225,93,0.06575601547956467
1645703310.141713,94,0.06291455030441284
1645703317.833703,95,0.1003328263759613
1645703325.451031,96,0.15742644667625427
1645703332.888732,97,0.08792252093553543
1645703340.353049,98,0.08498822897672653
1645703347.825101,99,0.1128338873386383
1645703355.11791,100,0.10722523927688599
1645703362.730187,101,0.03095543198287487
1645703370.167173,102,0.0316179133951664
1645703377.803531,103,0.04487227275967598
1645703385.321698,104,0.1584690660238266
1645703392.880467,105,0.037047192454338074
1645703400.55885,106,0.02303628996014595
1645703407.9488,107,0.04624244570732117
1645703415.436681,108,0.02819713205099106
