Wall time,Step,Value
1645702603.58455,0,0.027499999850988388
1645702610.951083,1,0.038333334028720856
1645702618.182234,2,0.034583333879709244
1645702626.260554,3,0.04125000163912773
1645702634.371411,4,0.04916666820645332
1645702642.713967,5,0.07041666656732559
1645702650.703506,6,0.08666666597127914
1645702658.582391,7,0.09125000238418579
1645702666.685679,8,0.12583333253860474
1645702675.017278,9,0.1770833283662796
1645702682.693724,10,0.21250000596046448
1645702690.521013,11,0.23874999582767487
1645702698.150542,12,0.25041666626930237
1645702705.71302,13,0.28999999165534973
1645702713.126899,14,0.3466666638851166
1645702721.117294,15,0.38458332419395447
1645702729.650363,16,0.40583333373069763
1645702737.173413,17,0.3841666579246521
1645702744.590147,18,0.46166667342185974
1645702752.344495,19,0.46541666984558105
1645702759.71194,20,0.4204166531562805
1645702767.020657,21,0.4841666519641876
1645702774.342026,22,0.5366666913032532
1645702781.280476,23,0.5400000214576721
1645702788.363057,24,0.5849999785423279
1645702795.556205,25,0.5766666531562805
1645702802.990875,26,0.627916693687439
1645702810.337279,27,0.6558333039283752
1645702817.615003,28,0.690416693687439
1645702825.017844,29,0.7087500095367432
1645702832.145514,30,0.6991666555404663
1645702839.316155,31,0.7254166603088379
1645702846.689772,32,0.7420833110809326
1645702854.1282,33,0.7354166507720947
1645702861.494079,34,0.7562500238418579
1645702868.770173,35,0.7825000286102295
1645702876.00705,36,0.8087499737739563
1645702883.48083,37,0.7991666793823242
1645702890.836654,38,0.8212500214576721
1645702898.259807,39,0.8195833563804626
1645702905.477905,40,0.8324999809265137
1645702912.899198,41,0.8391666412353516
1645702920.178246,42,0.878333330154419
1645702927.743528,43,0.8745833039283752
1645702935.16356,44,0.856249988079071
1645702942.429606,45,0.8637499809265137
1645702950.048092,46,0.8387500047683716
1645702957.662271,47,0.862500011920929
1645702964.954071,48,0.8924999833106995
1645702972.363011,49,0.8824999928474426
1645702980.103166,50,0.8999999761581421
1645702987.41344,51,0.9037500023841858
1645702994.789242,52,0.9129166603088379
1645703002.13705,53,0.9295833110809326
1645703009.382626,54,0.9179166555404663
1645703017.328496,55,0.909166693687439
1645703024.58632,56,0.7891666889190674
1645703031.878532,57,0.918749988079071
1645703039.468852,58,0.9254166483879089
1645703047.264961,59,0.8666666746139526
1645703054.778965,60,0.9258333444595337
1645703062.037599,61,0.9474999904632568
1645703069.704444,62,0.9491666555404663
1645703077.034615,63,0.940833330154419
1645703084.428466,64,0.9524999856948853
1645703092.024899,65,0.9208333492279053
1645703099.490343,66,0.9537500143051147
1645703107.316904,67,0.9541666507720947
1645703114.742513,68,0.9333333373069763
1645703122.283339,69,0.9758333563804626
1645703130.087666,70,0.9579166769981384
1645703137.841761,71,0.956250011920929
1645703145.376033,72,0.9066666960716248
1645703152.845555,73,0.965416669845581
1645703160.627615,74,0.965833306312561
1645703168.211245,75,0.9850000143051147
1645703175.577758,76,0.9933333396911621
1645703182.787721,77,0.9704166650772095
1645703190.274921,78,0.9058333039283752
1645703197.767815,79,0.9645833373069763
1645703205.177495,80,0.9870833158493042
1645703212.754206,81,0.95291668176651
1645703220.19093,82,0.95291668176651
1645703227.648366,83,0.9779166579246521
1645703234.919102,84,0.9950000047683716
1645703242.123779,85,0.9791666865348816
1645703249.640953,86,0.9524999856948853
1645703257.252323,87,0.9391666650772095
1645703264.859933,88,0.9291666746139526
1645703272.639107,89,0.9891666769981384
1645703280.082518,90,0.981249988079071
1645703287.435852,91,0.925000011920929
1645703294.785909,92,0.9766666889190674
1645703302.385759,93,0.9866666793823242
1645703310.142442,94,0.9850000143051147
1645703317.835186,95,0.9691666960716248
1645703325.451597,96,0.9487500190734863
1645703332.890344,97,0.9750000238418579
1645703340.353561,98,0.9737499952316284
1645703347.825888,99,0.9629166722297668
1645703355.120377,100,0.9641666412353516
1645703362.731378,101,0.9929166436195374
1645703370.167984,102,0.9929166436195374
1645703377.804624,103,0.9870833158493042
1645703385.322985,104,0.9512500166893005
1645703392.881634,105,0.9879166483879089
1645703400.559587,106,0.9937499761581421
1645703407.950332,107,0.9866666793823242
1645703415.437704,108,0.9937499761581421
