Wall time,Step,Value
1644332091.843269,0,6.506680011749268
1644332095.495354,1,5.923921585083008
1644332098.593464,2,2.9869511127471924
1644332102.37064,3,2.9591400623321533
1644332105.882585,4,2.9937222003936768
1644332109.100021,5,2.9174702167510986
1644332112.848541,6,2.851964235305786
1644332115.908549,7,2.808652639389038
1644332119.752156,8,2.758659839630127
1644332123.770814,9,2.6949610710144043
1644332126.862586,10,2.617389678955078
1644332130.690789,11,2.5981292724609375
1644332134.273745,12,2.563490629196167
1644332137.553723,13,2.6871497631073
1644332141.37361,14,2.5277316570281982
1644332145.225827,15,2.433196783065796
1644332149.013107,16,4.063099384307861
1644332152.133141,17,2.6943702697753906
1644332155.207123,18,2.604915142059326
1644332158.418261,19,2.51987361907959
1644332162.150153,20,3.0105526447296143
1644332165.177711,21,2.6365344524383545
1644332168.350229,22,2.5065503120422363
1644332171.952111,23,2.3697683811187744
1644332175.262218,24,2.280083656311035
1644332178.531242,25,2.243522882461548
1644332181.519457,26,2.10960054397583
1644332184.715875,27,2.010878324508667
1644332187.918467,28,1.8637645244598389
1644332191.216725,29,1.8067516088485718
1644332194.325489,30,1.6945469379425049
1644332197.234884,31,1.5956823825836182
1644332200.385233,32,1.5276480913162231
1644332203.490338,33,1.9478180408477783
1644332206.674084,34,1.4958115816116333
1644332209.89438,35,1.3164478540420532
1644332212.884148,36,1.2161238193511963
1644332216.124137,37,1.2915319204330444
1644332219.156942,38,1.1657871007919312
1644332222.652637,39,1.0305554866790771
1644332226.506793,40,1.0477806329727173
1644332230.018003,41,0.9150623083114624
1644332233.858541,42,0.8768637776374817
1644332237.025506,43,0.8265175223350525
1644332240.372714,44,0.7418159246444702
1644332243.538576,45,0.7515361309051514
1644332246.519084,46,0.6841810345649719
1644332249.913473,47,0.8150068521499634
1644332253.025175,48,0.6884505152702332
1644332256.343355,49,0.6870813965797424
1644332259.49285,50,0.5982007384300232
1644332262.50534,51,0.574081540107727
1644332265.839623,52,0.5433034896850586
1644332268.975455,53,0.8503389954566956
1644332272.20244,54,0.6191762685775757
1644332275.262913,55,0.45860522985458374
1644332278.46316,56,0.44831210374832153
1644332281.914246,57,0.43632009625434875
1644332285.123507,58,0.5186315774917603
1644332288.403055,59,0.8435861468315125
1644332291.411334,60,0.5279408693313599
1644332294.596801,61,0.470159113407135
1644332297.796123,62,0.4138808846473694
1644332301.001113,63,0.7450859546661377
1644332304.344103,64,0.5546362996101379
1644332307.375033,65,0.43500852584838867
1644332310.61975,66,0.4042879641056061
1644332313.96245,67,0.374836802482605
1644332316.969599,68,0.34109100699424744
1644332320.294837,69,0.2989315688610077
1644332323.343405,70,0.26829105615615845
1644332326.651765,71,0.2766682803630829
1644332329.918524,72,0.2595771253108978
1644332333.236641,73,0.2797912657260895
1644332336.553738,74,0.22607938945293427
1644332339.537393,75,0.22189049422740936
1644332342.949393,76,0.2276228815317154
1644332346.180339,77,0.2603270709514618
1644332349.113275,78,0.27304089069366455
1644332352.407367,79,0.1885487586259842
1644332355.418849,80,0.16346463561058044
1644332358.965512,81,0.15227924287319183
1644332362.335104,82,0.13035114109516144
1644332365.451993,83,0.136216938495636
1644332368.770825,84,0.13017186522483826
1644332371.785017,85,0.1997971087694168
1644332375.124528,86,0.17482934892177582
1644332378.381562,87,0.17826174199581146
1644332381.394424,88,0.12458909302949905
1644332384.738963,89,0.1786682903766632
1644332387.776074,90,0.22284795343875885
1644332391.194492,91,0.13739259541034698
1644332394.346828,92,0.09111937880516052
1644332397.473103,93,0.10319166630506516
1644332400.735006,94,0.13249100744724274
1644332404.115866,95,0.14834456145763397
1644332407.401415,96,0.09375233948230743
1644332410.425445,97,0.36596497893333435
1644332413.728944,98,0.1716654747724533
1644332417.223848,99,0.34956300258636475
1644332421.309281,100,0.16323067247867584
1644332424.913479,101,0.11622779816389084
1644332428.02924,102,0.08678697049617767
1644332431.323045,103,0.08900070935487747
1644332434.62637,104,0.15393765270709991
1644332437.797337,105,0.09567144513130188
1644332441.013646,106,0.06969122588634491
1644332444.092894,107,0.09659384191036224
1644332447.56121,108,0.2029113471508026
1644332450.649041,109,0.11868178844451904
1644332453.88102,110,0.07005970925092697
1644332457.069667,111,0.11217005550861359
1644332460.309477,112,0.13885904848575592
1644332463.87057,113,0.07128545641899109
1644332466.921813,114,0.04384002462029457
1644332470.183403,115,0.032770100980997086
1644332473.431023,116,0.041580311954021454
1644332476.659372,117,0.04148964211344719
1644332480.05074,118,0.21767009794712067
1644332483.213376,119,0.34006282687187195
1644332486.96908,120,0.13038776814937592
1644332490.550375,121,0.08179882168769836
1644332493.956727,122,0.08221852034330368
